a_volt,b_volt,c_volt,a_current,b_current,c_current
-236.626,243.59,-95.8968,-636,1123,-1531
-233.661,243.59,-99.9267,-662,1098,-1511
-230.504,243.59,-103.956,-689,1073,-1491
-227.472,243.59,-107.949,-715,1049,-1469
-224.322,243.59,-111.935,-742,1026,-1449
-221.135,243.59,-115.898,-769,1001,-1429
-217.897,243.59,-119.84,-794,975,-1408
-214.614,243.59,-123.774,-819,951,-1387
-211.316,243.59,-127.693,-843,925,-1365
-207.981,243.59,-131.575,-868,900,-1342
-204.669,243.59,-135.442,-892,876,-1320
-201.312,243.59,-139.295,-917,852,-1298
-197.933,243.59,-143.126,-944,826,-1276
-194.487,243.59,-146.941,-968,800,-1253
-191.012,243.59,-150.728,-991,774,-1230
-187.492,243.59,-154.484,-1017,747,-1209
-183.958,243.59,-158.219,-1040,724,-1184
-180.431,243.59,-161.939,-1065,698,-1161
-176.867,243.59,-165.637,-1090,671,-1139
-173.281,243.59,-169.305,-1114,646,-1115
-169.658,243.59,-172.936,-1138,619,-1092
-165.99,243.59,-176.56,-1161,591,-1068
-162.256,243.59,-180.162,-1184,565,-1044
-158.456,243.59,-183.719,-1205,538,-1017
-154.67,243.59,-187.24,-1227,513,-992
-150.891,243.59,-190.746,-1252,486,-969
-147.143,243.59,-194.237,-1275,459,-944
-143.401,243.59,-197.683,-1296,434,-920
-139.615,243.59,-201.093,-1318,404,-895
-135.763,243.59,-204.488,-1339,378,-869
-131.852,243.59,-207.839,-1360,352,-843
-127.918,243.59,-211.183,-1383,326,-818
-123.977,243.59,-214.452,-1406,301,-793
-120.065,243.59,-217.729,-1427,272,-768
-116.154,243.59,-220.962,-1448,246,-743
-112.228,243.59,-224.158,-1469,219,-718
-108.257,243.59,-227.331,-1488,191,-690
-104.22,243.59,-230.424,-1507,166,-663
-100.205,243.59,-233.583,-1528,140,-636
-96.1825,243.59,-236.535,-1549,115,-613
-92.1305,243.59,-239.746,-1567,89,-586
-88.0933,243.59,-241.82,-1587,64,-560
-84.0266,243.59,-241.849,-1606,39,-533
-79.9524,243.59,-241.842,-1623,15,-505
-75.8561,243.59,-241.849,-1641,-12,-478
-71.745,243.59,-241.834,-1660,-42,-452
-67.6338,243.59,-241.849,-1679,-80,-426
-63.5227,243.59,-241.842,-1697,-127,-400
-59.382,243.59,-241.849,-1715,-164,-374
-55.2339,243.59,-241.849,-1733,-186,-347
-51.0932,243.59,-241.849,-1749,-200,-319
-46.9304,243.59,-241.849,-1764,-219,-292
-42.7527,243.59,-241.849,-1783,-248,-265
-38.5972,243.59,-241.849,-1798,-280,-239
-34.4195,243.59,-241.849,-1814,-309,-212
-30.2271,243.59,-241.849,-1832,-337,-186
-26.042,243.59,-241.849,-1845,-363,-158
-21.8422,243.59,-241.849,-1860,-390,-131
-17.6497,243.59,-241.849,-1874,-417,-106
-13.4721,243.59,-241.849,-1888,-443,-81
-9.28699,243.59,-241.849,-1904,-469,-56
-5.08714,243.59,-241.849,-1918,-496,-32
-0.879898,243.59,-241.849,-1934,-524,-11
3.32735,243.59,-241.849,-1946,-550,15
7.53459,243.59,-241.849,-1958,-575,39
11.7418,243.59,-241.849,-1972,-603,69
15.9417,243.59,-241.849,-1982,-630,109
20.1193,243.59,-241.849,-1994,-655,153
24.3044,243.59,-241.849,-2009,-682,192
28.5043,243.59,-241.849,-2022,-709,217
32.6819,243.59,-241.849,-2032,-735,235
36.867,243.59,-241.849,-2042,-763,253
41.0447,243.59,-241.849,-2053,-788,277
45.1927,243.59,-241.849,-2061,-814,307
49.3556,243.59,-241.849,-2072,-838,339
53.5111,243.59,-241.849,-2083,-864,367
57.6444,243.59,-241.849,-2093,-889,392
61.7851,243.582,-241.849,-2102,-913,418
65.911,243.59,-241.849,-2109,-941,445
70.0295,243.59,-241.849,-2118,-964,473
74.1406,243.59,-241.849,-2125,-988,501
78.2222,243.59,-241.849,-2133,-1012,527
82.3111,243.545,-241.849,-2144,-1034,552
86.3779,243.59,-241.849,-2151,-1061,578
90.4446,242.274,-241.849,-2158,-1086,605
94.4892,239.122,-241.849,-2162,-1110,632
98.519,236.111,-241.849,-2168,-1134,659
102.534,233.011,-241.849,-2174,-1157,686
106.512,229.867,-241.849,-2178,-1182,712
110.512,226.737,-241.849,-2187,-1204,736
114.475,223.503,-241.849,-2191,-1227,762
118.417,220.292,-241.849,-2194,-1252,789
122.358,217.013,-241.849,-2201,-1275,812
126.269,213.742,-241.849,-2203,-1299,839
130.158,210.404,-241.849,-2206,-1319,867
134.04,207.052,-241.849,-2211,-1340,891
137.885,203.654,-241.849,-2214,-1363,915
141.723,200.235,-241.849,-2218,-1382,939
145.545,196.793,-241.849,-2221,-1403,964
149.324,193.306,-241.849,-2222,-1427,989
153.102,189.805,-241.849,-2222,-1450,1014
156.844,186.259,-241.849,-2222,-1467,1039
160.541,182.698,-241.849,-2224,-1488,1063
164.26,179.107,-241.849,-2224,-1512,1088
167.935,175.472,-241.849,-2224,-1530,1112
171.565,171.822,-241.849,-2225,-1552,1134
175.188,168.142,-241.849,-2224,-1573,1159
178.789,164.44,-241.849,-2223,-1589,1182
182.361,160.716,-241.849,-2222,-1609,1206
185.888,156.961,-241.849,-2221,-1628,1229
189.4,153.192,-241.849,-2221,-1645,1251
192.897,149.394,-241.849,-2219,-1663,1274
196.358,145.558,-241.849,-2217,-1683,1294
199.759,141.714,-241.849,-2214,-1703,1318
203.168,137.856,-241.849,-2209,-1718,1341
206.525,133.975,-241.849,-2205,-1737,1364
209.867,130.073,-241.849,-2201,-1755,1384
213.172,126.155,-241.849,-2197,-1770,1405
216.425,122.207,-241.849,-2193,-1788,1427
219.694,118.245,-241.849,-2190,-1806,1447
222.866,114.268,-241.849,-2184,-1822,1469
226.075,110.261,-241.849,-2178,-1839,1489
229.143,106.247,-241.849,-2172,-1853,1510
232.286,102.217,-241.849,-2165,-1868,1530
235.347,98.1808,-241.849,-2160,-1882,1550
238.371,94.1292,-241.849,-2155,-1896,1569
241.395,90.048,-241.849,-2148,-1912,1587
242.283,85.9518,-241.849,-2141,-1926,1607
242.216,81.8631,-241.849,-2131,-1941,1626
242.283,77.7447,-241.849,-2124,-1956,1644
242.268,73.6188,-241.849,-2116,-1967,1663
242.283,69.493,-241.849,-2105,-1981,1682
242.283,65.3448,-241.849,-2100,-1994,1699
242.283,61.1818,-241.849,-2090,-2006,1716
242.283,57.0187,-241.849,-2079,-2019,1736
242.283,52.8557,-241.849,-2069,-2031,1753
242.283,48.6704,-241.849,-2057,-2043,1769
242.283,44.485,-241.849,-2048,-2054,1787
242.283,40.2922,-241.849,-2037,-2064,1803
242.283,36.0846,-241.849,-2027,-2075,1817
242.283,31.877,-241.849,-2016,-2086,1834
242.283,27.6693,-241.849,-2003,-2094,1850
242.283,23.4617,-241.849,-1992,-2105,1864
242.283,19.2317,-241.849,-1980,-2115,1880
242.283,15.0092,-241.849,-1966,-2124,1896
242.283,10.7942,-241.849,-1954,-2132,1909
242.283,6.56422,-241.849,-1943,-2140,1922
242.283,2.33427,-241.849,-1929,-2149,1936
242.283,-1.88823,-241.849,-1914,-2157,1951
242.283,-6.11818,-241.849,-1899,-2164,1964
242.283,-10.3407,-241.849,-1883,-2172,1977
242.283,-14.5558,-241.849,-1868,-2178,1990
242.283,-18.7708,-241.849,-1854,-2186,2003
242.283,-22.9933,-241.849,-1840,-2190,2015
242.283,-27.201,-241.849,-1825,-2195,2026
242.283,-31.4086,-241.849,-1809,-2202,2038
242.283,-35.6088,-241.849,-1792,-2208,2049
242.283,-39.8165,-241.849,-1774,-2213,2060
242.283,-44.0092,-241.849,-1758,-2216,2070
242.283,-48.1871,-241.849,-1743,-2220,2079
242.283,-52.3725,-241.849,-1727,-2223,2089
242.283,-56.543,-241.849,-1709,-2226,2098
242.283,-60.6986,-241.849,-1691,-2231,2107
242.283,-64.8542,-241.842,-1673,-2234,2117
242.283,-68.9949,-241.849,-1654,-2238,2127
242.283,-73.1208,-241.827,-1634,-2238,2136
242.283,-77.2392,-241.849,-1616,-2238,2144
242.283,-81.3651,-241.805,-1599,-2241,2150
242.283,-85.4612,-241.849,-1577,-2243,2158
242.283,-89.5425,-241.488,-1559,-2245,2165
242.283,-93.6163,-238.904,-1542,-2246,2173
242.283,-97.6752,-235.753,-1518,-2246,2180
242.283,-101.719,-232.764,-1500,-2244,2185
242.283,-105.741,-229.59,-1480,-2243,2191
242.283,-109.755,-226.505,-1460,-2242,2195
242.283,-113.755,-223.302,-1441,-2241,2199
242.283,-117.725,-220.121,-1420,-2240,2203
242.283,-121.687,-216.88,-1398,-2239,2207
242.283,-125.642,-213.611,-1374,-2236,2214
242.283,-129.552,-210.312,-1354,-2232,2217
242.283,-133.462,-206.976,-1332,-2230,2220
242.283,-137.35,-203.603,-1309,-2226,2224
242.283,-141.209,-200.193,-1289,-2224,2225
242.283,-145.052,-196.79,-1265,-2221,2229
242.283,-148.881,-193.344,-1242,-2217,2232
242.283,-152.694,-189.875,-1219,-2213,2234
242.283,-156.471,-186.384,-1193,-2207,2237
242.283,-160.203,-182.834,-1172,-2201,2237
242.283,-163.934,-179.283,-1150,-2195,2237
242.283,-167.637,-175.682,-1128,-2189,2236
242.283,-171.316,-172.043,-1104,-2183,2236
242.283,-174.966,-168.39,-1078,-2176,2236
242.283,-178.594,-164.692,-1055,-2168,2235
242.283,-182.192,-160.987,-1033,-2163,2234
242.283,-185.761,-157.274,-1008,-2156,2233
242.283,-189.299,-153.518,-985,-2147,2230
242.283,-192.823,-149.746,-960,-2138,2228
242.283,-196.317,-145.945,-937,-2131,2226
242.283,-199.766,-142.129,-911,-2122,2223
242.283,-203.186,-138.277,-884,-2114,2221
242.283,-206.583,-134.416,-859,-2105,2219
242.283,-209.943,-130.549,-831,-2094,2217
242.283,-213.296,-126.659,-807,-2084,2213
242.283,-216.582,-122.748,-783,-2073,2208
242.283,-219.875,-118.806,-760,-2062,2201
242.283,-223.087,-114.843,-730,-2051,2198
242.283,-226.291,-110.865,-703,-2040,2193
242.283,-229.443,-106.879,-683,-2030,2185
242.283,-232.573,-102.864,-654,-2016,2181
242.283,-235.71,-98.8343,-630,-2003,2173
242.283,-238.691,-94.8119,-605,-1992,2165
242.283,-241.902,-90.7599,-575,-1978,2161
242.283,-243.597,-86.6932,-549,-1966,2153
242.283,-243.575,-82.6264,-523,-1953,2145
242.283,-243.597,-78.5449,-496,-1939,2138
242.283,-243.597,-74.4413,-469,-1925,2130
242.283,-243.59,-70.3376,-443,-1910,2121
242.283,-243.597,-66.234,-417,-1894,2112
242.283,-243.59,-62.0934,-389,-1881,2104
242.283,-243.597,-57.9455,-363,-1866,2093
242.283,-243.597,-53.805,-337,-1851,2083
242.283,-243.597,-49.6349,-309,-1835,2074
242.283,-243.597,-45.4722,-282,-1818,2063
242.283,-243.597,-41.3095,-256,-1802,2051
242.283,-243.597,-37.1394,-231,-1786,2041
242.283,-243.597,-32.9546,-206,-1768,2030
242.283,-243.597,-28.7476,-178,-1751,2016
242.283,-243.597,-24.5628,-151,-1736,2006
242.283,-243.597,-20.3854,-123,-1718,1994
242.283,-243.597,-16.1784,-97,-1698,1982
242.283,-243.597,-11.9862,-73,-1680,1969
242.283,-243.597,-7.79397,-47,-1663,1954
242.283,-243.597,-3.57224,-25,-1644,1941
242.283,-243.597,0.634736,-1,-1626,1926
242.283,-243.597,4.84171,25,-1609,1913
242.283,-243.597,9.04868,51,-1589,1900
242.283,-243.597,13.2483,81,-1567,1885
242.283,-243.597,17.4479,118,-1547,1871
242.283,-243.597,21.6327,160,-1528,1855
242.283,-243.597,25.8249,194,-1507,1838
242.283,-243.597,30.0097,219,-1488,1823
242.283,-243.597,34.1946,239,-1467,1806
242.283,-243.597,38.3794,261,-1446,1790
242.283,-243.597,42.5568,286,-1424,1775
242.283,-243.597,46.7195,312,-1403,1757
242.283,-243.597,50.8675,344,-1381,1740
242.283,-243.597,55.0154,372,-1360,1723
242.283,-243.597,59.1486,397,-1339,1705
242.275,-243.597,63.2891,426,-1317,1689
242.283,-243.597,67.437,452,-1295,1670
242.26,-243.597,71.548,479,-1272,1652
242.283,-243.597,75.6517,505,-1248,1633
242.253,-243.597,79.7553,531,-1224,1613
242.283,-243.597,83.8516,557,-1201,1595
242.053,-243.597,87.9183,582,-1179,1575
239.628,-243.597,91.9703,610,-1154,1556
236.434,-243.597,96.0149,636,-1130,1536
233.476,-243.597,100.03,663,-1109,1516
230.319,-243.597,104.038,690,-1084,1496
227.25,-243.597,108.053,715,-1057,1474
224.071,-243.597,112.038,739,-1034,1454
220.891,-243.597,116.002,765,-1010,1433
217.682,-243.597,119.943,793,-987,1413
214.422,-243.597,123.869,819,-963,1393
211.139,-243.597,127.774,845,-937,1371
207.796,-243.597,131.663,870,-912,1350
204.447,-243.597,135.538,893,-886,1327
201.06,-243.597,139.391,918,-861,1304
197.667,-243.597,143.229,942,-834,1282
194.228,-243.597,147.03,968,-809,1259
190.768,-243.597,150.816,993,-785,1236
187.263,-243.597,154.573,1018,-759,1213
183.729,-243.597,158.3,1042,-732,1190
180.172,-243.597,162.027,1064,-706,1167
176.579,-243.597,165.725,1088,-680,1141
172.97,-243.597,169.393,1112,-655,1118
169.347,-243.597,173.025,1137,-629,1096
165.694,-243.597,176.641,1161,-603,1072
161.997,-243.597,180.25,1184,-577,1049
158.271,-243.597,183.8,1208,-548,1025
154.529,-243.597,187.336,1230,-521,1001
150.773,-243.597,190.827,1251,-495,975
146.987,-243.597,194.31,1275,-468,950
143.172,-243.597,197.757,1299,-442,927
139.364,-243.597,201.174,1319,-416,901
135.519,-243.597,204.57,1341,-389,875
131.645,-243.597,207.92,1363,-360,850
127.755,-243.597,211.256,1382,-334,825
123.851,-243.597,214.533,1404,-307,799
119.925,-243.597,217.81,1425,-279,773
115.984,-243.597,221.028,1445,-254,748
112.021,-243.597,224.232,1467,-227,722
108.043,-243.597,227.398,1489,-201,697
104.035,-243.597,230.498,1510,-173,672
100.02,-243.597,233.657,1529,-146,644
96.0124,-243.597,236.602,1549,-120,619
91.9752,-243.597,239.82,1570,-96,593
87.9085,-243.597,241.842,1587,-73,564
83.8565,-243.597,241.842,1605,-47,539
79.7676,-243.597,241.834,1626,-22,513
75.6712,-243.597,241.842,1644,2,486
71.5749,-243.597,241.827,1662,29,459
67.4564,-243.597,241.842,1680,56,432
63.3453,-243.597,241.834,1696,90,404
59.2046,-243.597,241.842,1714,130,377
55.0639,-243.597,241.842,1732,170,352
50.9158,-243.597,241.842,1750,205,325
46.7529,-243.597,241.842,1767,227,299
42.59,-243.597,241.842,1783,243,271
38.4198,-243.597,241.842,1799,264,244
34.2347,-243.597,241.842,1815,290,218
30.057,-243.597,241.842,1830,322,191
25.872,-243.597,241.842,1846,350,166
21.6647,-243.597,241.842,1862,378,141
17.4723,-243.597,241.842,1877,407,115
13.2798,-243.597,241.842,1892,433,91
9.07996,-243.597,241.842,1905,460,66
4.87271,-243.597,241.842,1918,488,41
0.665469,-243.597,241.842,1933,514,19
-3.53438,-243.597,241.842,1946,542,-6
-7.74162,-243.597,241.842,1961,565,-36
-11.9341,-243.597,241.842,1973,593,-78
-16.1044,-243.597,241.842,1984,621,-130
-20.3042,-243.597,241.842,1996,646,-168
-24.4967,-243.597,241.842,2006,673,-188
-28.6891,-243.597,241.842,2020,697,-199
-32.8668,-243.597,241.842,2032,724,-217
-37.0297,-243.597,241.842,2043,749,-246
-41.2147,-243.597,241.842,2054,774,-278
-45.3776,-243.597,241.842,2063,802,-308
-49.5405,-243.597,241.842,2075,828,-333
-53.696,-243.597,241.842,2082,853,-361
-57.8145,-243.597,241.842,2092,877,-388
-61.9404,-243.59,241.842,2104,903,-412
-66.0811,-243.597,241.842,2111,928,-442
-70.1996,-243.597,241.842,2118,954,-469
-74.3033,-243.597,241.842,2128,979,-495
-78.3849,-243.597,241.842,2134,1004,-522
-82.4664,-243.56,241.842,2140,1026,-550
-86.5553,-243.597,241.842,2148,1049,-577
-90.5999,-242.133,241.842,2157,1075,-601
-94.6445,-238.958,241.842,2163,1099,-628
-98.6817,-235.962,241.842,2170,1123,-654
-102.689,-232.833,241.842,2177,1149,-680
-106.689,-229.696,241.842,2181,1172,-706
-110.66,-226.551,241.842,2186,1194,-731
-114.631,-223.339,241.842,2191,1217,-759
-118.594,-220.135,241.842,2195,1239,-785
-122.535,-216.857,241.842,2200,1262,-810
-126.439,-213.594,241.842,2205,1286,-834
-130.336,-210.248,241.842,2209,1309,-859
-134.21,-206.881,241.842,2211,1330,-886
-138.063,-203.483,241.842,2212,1351,-913
-141.893,-200.056,241.842,2215,1372,-937
-145.701,-196.607,241.842,2218,1392,-961
-149.494,-193.143,241.842,2221,1415,-985
-153.265,-189.693,241.842,2223,1439,-1009
-157.021,-186.184,241.842,2224,1459,-1034
-160.726,-182.631,241.842,2224,1479,-1059
-164.423,-179.003,241.842,2225,1500,-1083
-168.097,-175.346,241.842,2227,1517,-1106
-171.735,-171.703,241.842,2225,1538,-1131
-175.359,-168.045,241.842,2226,1561,-1154
-178.959,-164.351,241.842,2228,1579,-1175
-182.538,-160.619,241.842,2224,1599,-1198
-186.08,-156.85,241.842,2221,1618,-1223
-189.585,-153.029,241.842,2219,1636,-1246
-193.06,-149.171,241.842,2216,1654,-1269
-196.52,-145.312,241.842,2215,1672,-1292
-199.936,-141.484,241.842,2213,1691,-1313
-203.345,-137.67,241.842,2210,1708,-1335
-206.702,-133.834,241.842,2207,1726,-1357
-210.037,-129.931,241.842,2204,1744,-1379
-213.342,-125.984,241.842,2200,1760,-1400
-216.595,-121.999,241.842,2194,1776,-1423
-219.856,-118.007,241.842,2189,1792,-1443
-223.036,-114.037,241.842,2185,1809,-1462
-226.245,-110.06,241.842,2180,1825,-1483
-229.335,-106.068,241.842,2174,1842,-1503
-232.485,-102.046,241.842,2167,1858,-1525
-235.517,-97.9949,241.842,2160,1873,-1544
-238.571,-93.9285,241.842,2153,1887,-1564
-241.528,-89.8398,241.842,2146,1900,-1584
-242.29,-85.7511,241.842,2140,1916,-1602
-242.231,-81.6624,241.842,2134,1931,-1621
-242.29,-77.5514,241.842,2124,1943,-1641
-242.275,-73.433,241.842,2117,1958,-1659
-242.29,-69.2997,241.842,2108,1969,-1676
-242.29,-65.1441,241.842,2096,1980,-1695
-242.29,-60.9885,241.842,2089,1994,-1713
-242.29,-56.8255,241.842,2081,2006,-1728
-242.29,-52.655,241.842,2070,2019,-1747
-242.29,-48.4696,241.842,2061,2032,-1763
-242.29,-44.2843,241.842,2051,2043,-1780
-242.29,-40.0915,241.842,2039,2053,-1798
-242.29,-35.8839,241.842,2026,2063,-1813
-242.29,-31.6762,241.842,2014,2076,-1830
-242.29,-27.4686,241.842,2005,2085,-1844
-242.29,-23.261,241.842,1992,2093,-1859
-242.29,-19.031,241.842,1979,2104,-1875
-242.29,-14.8011,241.842,1967,2114,-1889
-242.29,-10.5934,241.842,1952,2121,-1905
-242.29,-6.37093,241.842,1939,2129,-1919
-242.29,-2.14842,241.842,1926,2135,-1932
-242.29,2.07408,241.842,1913,2143,-1946
-242.29,6.31146,241.842,1901,2152,-1958
-242.29,10.5414,241.842,1886,2162,-1971
-242.29,14.7565,241.842,1871,2168,-1983
-242.29,18.9716,241.842,1856,2173,-1996
-242.29,23.2089,241.842,1840,2180,-2008
-242.29,27.4091,241.842,1826,2186,-2019
-242.29,31.6168,241.842,1809,2191,-2032
-242.29,35.8244,241.842,1793,2196,-2044
-242.29,40.0246,241.842,1778,2202,-2054
-242.29,44.2174,241.842,1759,2206,-2064
-242.29,48.3953,241.842,1741,2209,-2075
-242.29,52.5806,241.842,1724,2213,-2086
-242.29,56.7511,241.842,1707,2216,-2095
-242.29,60.9067,241.842,1691,2219,-2103
-242.29,65.0697,241.834,1674,2222,-2112
-242.29,69.2105,241.842,1658,2225,-2120
-242.29,73.3438,241.82,1638,2228,-2129
-242.29,77.4622,241.842,1617,2230,-2137
-242.29,81.5732,241.805,1602,2231,-2144
-242.29,85.6693,241.842,1579,2231,-2154
-242.29,89.758,241.495,1560,2232,-2159
-242.29,93.8393,238.912,1544,2234,-2165
-242.29,97.8983,235.738,1522,2234,-2173
-242.29,101.935,232.756,1502,2234,-2177
-242.29,105.964,229.605,1480,2233,-2184
-242.29,109.971,226.52,1459,2232,-2191
-242.29,113.971,223.316,1440,2230,-2195
-242.29,117.948,220.128,1418,2228,-2200
-242.29,121.91,216.88,1399,2227,-2204
-242.29,125.858,213.618,1380,2226,-2206
-242.29,129.775,210.326,1355,2223,-2212
