-4507	-4451	8980	2225	-1105	-1133	
-4601	-4356	8980	2224	-1082	-1157	
-4697	-4260	8977	2224	-1058	-1181	
-4790	-4163	8974	2222	-1032	-1203	
-4882	-4066	8968	2221	-1008	-1226	
-4975	-3968	8962	2220	-984	-1250	
-5065	-3867	8955	2218	-959	-1272	
-5156	-3767	8946	2216	-934	-1295	
-5245	-3667	8935	2211	-909	-1318	
-5332	-3567	8923	2208	-885	-1339	
-5421	-3466	8910	2205	-859	-1360	
-5508	-3364	8896	2202	-833	-1382	
-5595	-3262	8879	2197	-808	-1404	
-5681	-3158	8863	2193	-781	-1424	
-5764	-3055	8845	2188	-757	-1445	
-5848	-2951	8824	2182	-731	-1467	
-5930	-2847	8803	2178	-703	-1487	
-6013	-2743	8780	2171	-678	-1509	
-6097	-2638	8756	2165	-652	-1529	
-6175	-2533	8732	2159	-626	-1548	
-6254	-2427	8706	2152	-599	-1567	
-6333	-2321	8678	2146	-573	-1586	
-6410	-2215	8649	2139	-545	-1605	
-6486	-2107	8619	2131	-519	-1625	
-6560	-2000	8587	2122	-493	-1644	
-6634	-1894	8553	2115	-466	-1662	
-6707	-1785	8520	2106	-441	-1680	
-6780	-1678	8485	2097	-412	-1697	
-6852	-1570	8448	2088	-385	-1715	
-6922	-1461	8409	2078	-358	-1733	
-6992	-1352	8370	2070	-330	-1750	
-7059	-1244	8330	2058	-305	-1768	
-7126	-1135	8288	2046	-279	-1785	
-7194	-1025	8245	2037	-251	-1800	
-7259	-917	8200	2024	-225	-1816	
-7322	-806	8154	2015	-198	-1832	
-7385	-697	8108	2003	-170	-1848	
-7447	-587	8060	1990	-144	-1863	
-7508	-477	8011	1977	-118	-1878	
-7567	-367	7960	1965	-91	-1893	
-7626	-257	7908	1953	-65	-1907	
-7681	-147	7855	1938	-40	-1921	
-7737	-38	7802	1925	-15	-1936	
-7793	72	7746	1911	10	-1949	
-7846	183	7690	1898	37	-1961	
-7899	292	7634	1883	65	-1973	
-7949	402	7575	1868	96	-1987	
-8001	512	7515	1854	133	-1999	
-8051	621	7453	1838	168	-2011	
-8098	731	7392	1822	198	-2022	
-8143	842	7329	1806	224	-2035	
-8188	951	7264	1791	245	-2046	
-8233	1060	7199	1774	270	-2056	
-8276	1170	7133	1756	295	-2068	
-8318	1279	7065	1741	325	-2078	
-8356	1387	6996	1724	355	-2088	
-8395	1495	6927	1704	380	-2098	
-8435	1604	6856	1689	408	-2106	
-8471	1712	6785	1670	435	-2115	
-8507	1820	6712	1652	461	-2124	
-8540	1928	6637	1634	489	-2132	
-8572	2035	6563	1615	516	-2139	
-8604	2142	6488	1598	543	-2147	
-8634	2248	6411	1577	570	-2154	
-8664	2355	6334	1559	595	-2162	
-8691	2461	6255	1540	622	-2167	
-8716	2566	6175	1519	650	-2174	
-8742	2671	6094	1499	675	-2182	
-8764	2776	6014	1478	701	-2186	
-8788	2880	5931	1458	729	-2191	
-8808	2985	5848	1436	753	-2198	
-8827	3087	5765	1416	779	-2201	
-8847	3191	5679	1395	805	-2206	
-8865	3293	5593	1373	829	-2211	
-8881	3396	5506	1352	856	-2214	
-8893	3497	5419	1329	881	-2218	
-8905	3597	5331	1307	907	-2221	
-8916	3699	5242	1286	931	-2225	
-8928	3799	5151	1263	956	-2226	
-8937	3897	5061	1241	981	-2227	
-8944	3997	4970	1218	1005	-2230	
-8951	4096	4878	1196	1031	-2230	
-8955	4193	4786	1173	1055	-2231	
-8959	4289	4691	1148	1078	-2233	
-8962	4386	4597	1124	1102	-2232	
-8961	4481	4501	1102	1126	-2234	
-8960	4576	4405	1078	1149	-2233	
-8959	4671	4309	1054	1173	-2232	
-8957	4764	4212	1029	1197	-2231	
-8952	4858	4115	1005	1220	-2230	
-8946	4949	4017	981	1243	-2228	
-8939	5040	3918	955	1264	-2227	
-8930	5133	3818	931	1288	-2224	
-8920	5222	3719	909	1312	-2220	
-8908	5311	3619	882	1332	-2220	
-8895	5399	3517	857	1354	-2215	
-8880	5487	3416	833	1377	-2209	
-8866	5574	3313	807	1397	-2206	
-8850	5660	3210	781	1419	-2202	
-8832	5745	3107	756	1439	-2197	
-8812	5829	3003	730	1460	-2192	
-8790	5912	2899	704	1482	-2187	
-8769	5994	2796	678	1502	-2181	
-8744	6075	2691	653	1522	-2175	
-8722	6157	2586	627	1541	-2168	
-8697	6236	2480	601	1562	-2163	
-8668	6314	2374	574	1583	-2156	
-8639	6392	2267	548	1601	-2148	
-8610	6468	2160	522	1619	-2140	
-8579	6545	2053	495	1639	-2132	
-8547	6620	1944	469	1657	-2124	
-8513	6694	1837	442	1675	-2114	
-8477	6766	1730	417	1694	-2106	
-8442	6838	1620	390	1711	-2099	
-8406	6909	1512	363	1730	-2088	
-8366	6978	1404	336	1746	-2078	
-8327	7047	1294	309	1763	-2068	
-8283	7115	1185	284	1781	-2056	
-8240	7181	1075	256	1796	-2047	
-8198	7246	966	229	1814	-2036	
-8153	7311	857	205	1831	-2023	
-8106	7375	748	176	1844	-2011	
-8058	7436	637	150	1860	-2000	
-8010	7497	527	126	1876	-1987	
-7961	7558	419	99	1889	-1975	
-7909	7617	309	73	1903	-1962	
-7857	7675	198	48	1918	-1949	
-7803	7731	86	21	1932	-1936	
-7748	7785	-23	-8	1946	-1922	
-7693	7840	-133	-40	1959	-1908	
-7636	7893	-242	-75	1973	-1894	
-7579	7945	-353	-107	1985	-1879	
-7520	7995	-463	-137	1997	-1864	
-7460	8045	-572	-161	2010	-1848	
-7398	8093	-682	-184	2021	-1832	
-7334	8139	-793	-209	2033	-1818	
-7270	8185	-902	-237	2044	-1801	
-7204	8231	-1011	-266	2055	-1785	
-7140	8273	-1121	-294	2065	-1769	
-7075	8315	-1229	-321	2076	-1751	
-7006	8356	-1338	-348	2086	-1735	
-6937	8395	-1448	-374	2095	-1717	
-6867	8434	-1556	-401	2104	-1700	
-6796	8470	-1664	-428	2114	-1682	
-6723	8506	-1772	-453	2124	-1663	
-6650	8541	-1881	-482	2131	-1645	
-6576	8574	-1988	-509	2139	-1627	
-6501	8607	-2094	-534	2148	-1608	
-6424	8637	-2201	-561	2155	-1587	
-6347	8665	-2309	-588	2161	-1569	
-6270	8693	-2416	-614	2168	-1549	
-6190	8720	-2521	-640	2176	-1529	
-6110	8746	-2627	-665	2181	-1509	
-6028	8770	-2733	-692	2187	-1488	
-5947	8793	-2836	-719	2193	-1468	
-5865	8814	-2941	-743	2199	-1447	
-5780	8833	-3045	-769	2203	-1426	
-5698	8852	-3148	-795	2208	-1406	
-5612	8870	-3251	-819	2213	-1384	
-5525	8886	-3354	-846	2215	-1362	
-5440	8901	-3456	-872	2217	-1340	
-5352	8915	-3556	-895	2221	-1318	
-5263	8926	-3658	-922	2224	-1297	
-5174	8937	-3758	-946	2226	-1274	
-5084	8946	-3858	-970	2228	-1251	
-4993	8955	-3957	-995	2232	-1229	
-4902	8961	-4056	-1019	2233	-1206	
-4810	8965	-4154	-1043	2233	-1182	
-4716	8970	-4251	-1067	2234	-1158	
-4623	8973	-4347	-1092	2235	-1136	
-4528	8974	-4444	-1115	2235	-1112	
-4434	8974	-4539	-1139	2234	-1087	
-4337	8973	-4634	-1162	2234	-1064	
-4239	8969	-4729	-1186	2233	-1039	
-4143	8965	-4821	-1209	2231	-1016	
-4045	8960	-4913	-1230	2231	-991	
-3947	8953	-5005	-1255	2228	-966	
-3848	8946	-5097	-1276	2226	-942	
-3747	8936	-5187	-1298	2223	-917	
-3648	8924	-5276	-1321	2221	-892	
-3546	8913	-5365	-1342	2218	-865	
-3446	8900	-5453	-1366	2213	-841	
-3345	8884	-5540	-1385	2211	-816	
-3242	8868	-5626	-1407	2206	-791	
-3140	8850	-5712	-1430	2200	-768	
-3036	8832	-5797	-1449	2195	-740	
-2933	8811	-5879	-1471	2191	-713	
-2828	8789	-5962	-1491	2185	-688	
-2722	8766	-6045	-1511	2179	-661	
-2618	8743	-6124	-1531	2173	-635	
-2514	8717	-6205	-1550	2167	-608	
-2408	8691	-6286	-1569	2160	-582	
-2302	8662	-6362	-1588	2152	-555	
-2196	8633	-6440	-1607	2145	-528	
-2088	8602	-6517	-1626	2138	-503	
-1982	8570	-6592	-1645	2128	-477	
-1875	8537	-6666	-1662	2122	-449	
-1767	8502	-6739	-1680	2112	-422	
-1660	8466	-6812	-1699	2101	-397	
-1553	8430	-6883	-1716	2093	-369	
