-2068	-6516	8601	2136	-1624	-524	
-2173	-6441	8633	2143	-1605	-552	
-2279	-6363	8663	2150	-1587	-578	
-2386	-6286	8691	2156	-1566	-605	
-2491	-6207	8718	2162	-1546	-632	
-2597	-6127	8744	2170	-1527	-657	
-2703	-6047	8768	2175	-1506	-683	
-2807	-5965	8791	2180	-1486	-710	
-2910	-5883	8814	2186	-1465	-736	
-3013	-5800	8834	2191	-1443	-760	
-3118	-5715	8853	2194	-1422	-787	
-3222	-5630	8870	2200	-1401	-812	
-3323	-5544	8886	2206	-1379	-838	
-3424	-5458	8903	2208	-1357	-864	
-3526	-5371	8916	2211	-1336	-889	
-3626	-5282	8928	2212	-1314	-913	
-3726	-5193	8941	2216	-1291	-939	
-3827	-5103	8950	2218	-1269	-964	
-3926	-5013	8958	2220	-1246	-988	
-4025	-4922	8965	2222	-1223	-1013	
-4123	-4829	8971	2221	-1200	-1038	
-4219	-4735	8975	2223	-1177	-1061	
-4316	-4642	8979	2225	-1153	-1086	
-4412	-4547	8980	2224	-1128	-1111	
-4507	-4452	8980	2225	-1105	-1133	
-4602	-4357	8980	2225	-1081	-1155	
-4694	-4261	8977	2224	-1058	-1180	
-4787	-4163	8974	2222	-1033	-1203	
-4880	-4065	8968	2220	-1008	-1226	
-4973	-3967	8962	2219	-984	-1250	
-5065	-3867	8954	2217	-959	-1273	
-5154	-3769	8945	2214	-935	-1295	
-5243	-3669	8936	2212	-909	-1317	
-5332	-3567	8923	2210	-884	-1338	
-5420	-3466	8910	2204	-860	-1361	
-5507	-3364	8896	2201	-834	-1383	
-5595	-3263	8879	2198	-807	-1403	
-5680	-3160	8863	2193	-781	-1425	
-5763	-3056	8844	2188	-755	-1446	
-5848	-2952	8824	2182	-731	-1466	
-5931	-2848	8804	2177	-704	-1487	
-6013	-2743	8782	2172	-678	-1507	
-6093	-2638	8757	2165	-653	-1528	
-6173	-2534	8732	2159	-626	-1548	
-6252	-2429	8706	2153	-600	-1567	
-6330	-2322	8678	2145	-573	-1586	
