-5768	-3051	8843	2187	-756	-1447	
-5852	-2949	8824	2183	-730	-1468	
-5934	-2845	8803	2178	-702	-1488	
-6016	-2739	8779	2172	-678	-1509	
-6097	-2635	8756	2165	-651	-1528	
-6177	-2529	8731	2159	-624	-1548	
-6256	-2423	8705	2152	-598	-1569	
-6334	-2318	8677	2146	-572	-1587	
-6412	-2210	8647	2139	-546	-1606	
-6489	-2104	8617	2130	-518	-1626	
-6564	-1997	8586	2122	-492	-1644	
-6636	-1889	8552	2114	-466	-1662	
-6710	-1783	8518	2106	-438	-1680	
-6784	-1675	8483	2096	-411	-1698	
-6854	-1566	8447	2086	-383	-1717	
-6924	-1458	8408	2079	-357	-1734	
-6994	-1349	8368	2067	-330	-1751	
-7063	-1241	8328	2058	-303	-1767	
-7130	-1131	8287	2047	-276	-1783	
-7195	-1022	8243	2035	-250	-1800	
-7262	-912	8199	2025	-223	-1817	
-7325	-803	8153	2013	-196	-1833	
-7387	-693	8106	2001	-169	-1847	
-7449	-584	8059	1989	-142	-1863	
-7510	-474	8010	1977	-117	-1878	
-7570	-364	7959	1966	-91	-1893	
-7629	-254	7907	1951	-66	-1908	
-7685	-144	7854	1937	-40	-1922	
-7740	-34	7800	1925	-13	-1937	
-7796	75	7745	1910	11	-1950	
-7848	186	7688	1896	38	-1962	
-7901	296	7631	1882	66	-1975	
-7953	406	7572	1867	98	-1988	
-8003	516	7512	1853	134	-1999	
-8051	626	7452	1837	169	-2012	
-8099	735	7389	1821	199	-2023	
-8147	845	7326	1806	224	-2035	
-8191	955	7262	1790	247	-2046	
-8234	1064	7197	1774	270	-2057	
-8278	1173	7131	1756	297	-2068	
-8318	1281	7062	1741	328	-2077	
-8359	1390	6994	1723	355	-2087	
-8398	1499	6925	1704	382	-2098	
-8435	1608	6853	1688	409	-2106	
-8472	1716	6782	1670	435	-2114	
-8507	1823	6709	1651	462	-2123	
-8541	1931	6636	1633	489	-2131	
-8574	2038	6560	1615	518	-2139	
-8605	2146	6485	1596	544	-2148	
-8634	2252	6409	1575	569	-2156	
-8663	2358	6331	1558	597	-2161	
-8691	2464	6252	1538	623	-2168	
-8719	2570	6172	1516	649	-2176	
-8744	2675	6092	1497	677	-2181	
-8766	2780	6010	1477	702	-2187	
-8788	2885	5929	1456	727	-2192	
-8808	2987	5845	1436	754	-2197	
-8828	3091	5761	1415	779	-2202	
-8846	3195	5675	1394	805	-2207	
-8864	3298	5590	1373	831	-2210	
-8880	3399	5504	1352	856	-2213	
-8893	3500	5415	1329	882	-2217	
-8906	3601	5328	1307	907	-2220	
-8918	3702	5239	1285	932	-2223	
-8929	3802	5149	1262	957	-2225	
-8937	3902	5059	1240	980	-2227	
-8944	4002	4966	1218	1007	-2228	
-8951	4099	4875	1194	1031	-2231	
-8955	4197	4782	1171	1055	-2232	
-8959	4293	4688	1149	1079	-2231	
-8962	4390	4594	1125	1103	-2233	
-8961	4486	4498	1102	1127	-2232	
-8961	4579	4403	1077	1150	-2232	
-8960	4674	4307	1053	1174	-2232	
-8956	4768	4210	1029	1198	-2229	
-8950	4861	4113	1004	1221	-2229	
-8944	4953	4014	982	1244	-2227	
-8937	5045	3915	956	1265	-2226	
-8929	5137	3815	932	1288	-2223	
-8920	5225	3715	908	1313	-2220	
-8907	5314	3615	880	1333	-2218	
-8894	5403	3514	856	1353	-2214	
-8880	5490	3412	831	1378	-2209	
-8864	5577	3310	806	1398	-2205	
-8849	5662	3207	781	1421	-2202	
-8830	5748	3104	755	1441	-2198	
-8811	5831	3001	729	1461	-2192	
-8790	5915	2897	704	1483	-2186	
-8768	5998	2791	678	1503	-2181	
-8745	6078	2687	653	1522	-2174	
-8720	6159	2583	625	1542	-2169	
-8695	6238	2477	599	1564	-2161	
-8667	6317	2370	575	1583	-2154	
-8638	6395	2263	547	1600	-2148	
-8608	6472	2156	521	1620	-2138	
-8577	6547	2049	495	1639	-2131	
-8545	6622	1941	468	1658	-2123	
-8512	6696	1833	442	1676	-2114	
-8477	6768	1725	414	1694	-2106	
-8440	6840	1616	388	1711	-2096	
-8404	6912	1508	362	1729	-2087	
-8364	6981	1400	336	1747	-2077	
-8324	7050	1290	308	1764	-2067	
-8283	7117	1182	280	1780	-2058	
-8240	7184	1073	256	1798	-2047	
-8196	7250	963	229	1814	-2036	
-8151	7314	853	201	1828	-2025	
-8105	7377	743	177	1845	-2012	
-8057	7438	634	150	1860	-1999	
-8009	7499	525	124	1875	-1987	
-7957	7560	414	98	1890	-1975	
-7907	7619	303	72	1903	-1962	
-7856	7676	194	48	1919	-1949	
-7802	7733	83	20	1933	-1935	
-7747	7788	-27	-9	1946	-1921	
-7690	7842	-136	-41	1959	-1908	
-7634	7895	-247	-77	1971	-1894	
-7576	7947	-357	-109	1986	-1880	
-7516	7997	-467	-139	1998	-1864	
-7457	8047	-577	-164	2009	-1849	
-7395	8095	-686	-184	2022	-1833	
-7333	8142	-795	-210	2034	-1818	
-7268	8188	-906	-239	2045	-1802	
-7204	8231	-1015	-266	2055	-1785	
-7139	8275	-1125	-295	2065	-1769	
-7071	8317	-1234	-322	2076	-1751	
-7003	8357	-1342	-347	2086	-1734	
-6933	8396	-1452	-374	2096	-1716	
-6863	8435	-1560	-402	2105	-1699	
-6794	8473	-1668	-429	2114	-1681	
-6721	8508	-1775	-454	2123	-1662	
-6648	8542	-1883	-483	2131	-1645	
-6574	8575	-1991	-509	2139	-1626	
-6497	8607	-2098	-535	2147	-1606	
-6422	8638	-2206	-563	2154	-1589	
-6345	8666	-2312	-589	2160	-1571	
-6268	8694	-2418	-616	2168	-1550	
-6188	8721	-2525	-642	2175	-1529	
-6107	8748	-2631	-668	2181	-1509	
-6026	8771	-2735	-694	2188	-1488	
-5945	8792	-2840	-719	2193	-1467	
-5862	8814	-2944	-745	2197	-1447	
-5778	8834	-3048	-770	2202	-1426	
-5695	8853	-3151	-796	2208	-1405	
-5610	8870	-3254	-822	2210	-1385	
-5524	8887	-3358	-847	2213	-1363	
-5436	8902	-3458	-872	2218	-1340	
-5349	8914	-3559	-897	2222	-1318	
-5260	8927	-3661	-923	2225	-1296	
-5171	8937	-3761	-948	2226	-1273	
-5081	8946	-3861	-971	2228	-1251	
-4989	8954	-3961	-995	2230	-1228	
-4900	8961	-4059	-1021	2233	-1205	
-4807	8966	-4157	-1044	2234	-1182	
-4713	8970	-4254	-1069	2233	-1159	
-4620	8972	-4351	-1093	2234	-1136	
-4526	8974	-4447	-1116	2235	-1112	
-4431	8974	-4542	-1140	2234	-1088	
-4334	8973	-4638	-1164	2234	-1063	
-4238	8970	-4731	-1186	2232	-1039	
-4140	8966	-4823	-1210	2231	-1015	
-4042	8960	-4917	-1233	2230	-991	
-3944	8953	-5008	-1255	2228	-966	
-3844	8945	-5100	-1277	2226	-941	
-3745	8936	-5190	-1299	2223	-916	
-3645	8924	-5279	-1322	2220	-891	
-3543	8911	-5368	-1344	2216	-866	
-3443	8898	-5456	-1365	2214	-841	
-3340	8883	-5543	-1386	2210	-815	
-3239	8868	-5628	-1408	2206	-790	
-3137	8849	-5714	-1430	2200	-764	
-3033	8830	-5799	-1450	2194	-738	
-2928	8810	-5883	-1470	2191	-713	
-2824	8788	-5966	-1491	2184	-687	
-2722	8767	-6047	-1511	2179	-660	
-2615	8742	-6128	-1531	2172	-634	
-2508	8716	-6209	-1551	2165	-608	
-2403	8689	-6289	-1570	2160	-581	
-2297	8660	-6366	-1589	2153	-555	
-2193	8631	-6442	-1607	2145	-528	
-2086	8601	-6519	-1627	2136	-501	
-1980	8569	-6593	-1645	2128	-475	
-1873	8536	-6668	-1662	2121	-448	
-1765	8501	-6741	-1682	2111	-422	
-1658	8465	-6814	-1699	2102	-395	
-1550	8427	-6885	-1717	2093	-367	
-1442	8389	-6955	-1734	2083	-340	
-1332	8350	-7024	-1751	2073	-315	
-1223	8309	-7093	-1768	2063	-288	
-1116	8266	-7160	-1784	2051	-261	
-1006	8223	-7225	-1801	2041	-234	
-897	8178	-7291	-1816	2029	-207	
-787	8132	-7354	-1832	2016	-181	
-678	8085	-7416	-1847	2005	-154	
-566	8037	-7478	-1862	1993	-128	
-455	7987	-7538	-1877	1981	-102	
-347	7937	-7597	-1892	1967	-77	
-238	7885	-7655	-1906	1954	-51	
-128	7832	-7713	-1920	1941	-26	
-18	7777	-7768	-1934	1926	-3	
92	7721	-7822	-1947	1913	22	
201	7665	-7876	-1960	1899	49	
311	7607	-7929	-1973	1885	81	
421	7549	-7979	-1985	1870	118	
531	7488	-8029	-1997	1853	157	
640	7427	-8078	-2008	1838	193	
748	7365	-8125	-2019	1824	218	
858	7301	-8170	-2031	1808	236	
968	7237	-8216	-2042	1791	259	
1077	7171	-8261	-2053	1774	283	
1186	7105	-8302	-2064	1756	313	
1297	7036	-8344	-2074	1740	344	
1405	6967	-8384	-2084	1723	371	
1511	6899	-8422	-2093	1704	398	
1621	6827	-8459	-2101	1687	424	
1730	6755	-8495	-2111	1669	450	
1837	6682	-8531	-2120	1651	477	
1944	6609	-8566	-2127	1632	504	
2052	6533	-8597	-2134	1613	532	
2159	6457	-8628	-2142	1594	557	
2265	6381	-8657	-2150	1576	583	
2371	6302	-8686	-2157	1556	612	
2475	6224	-8713	-2164	1535	637	
2582	6144	-8739	-2170	1514	664	
2685	6064	-8764	-2176	1495	690	
2789	5982	-8786	-2182	1474	715	
2894	5899	-8809	-2186	1453	741	
2998	5816	-8829	-2192	1433	768	
3101	5731	-8848	-2195	1411	794	
3202	5647	-8866	-2199	1390	818	
3306	5561	-8882	-2204	1368	845	
3409	5474	-8898	-2205	1348	871	
3508	5387	-8910	-2210	1326	895	
3609	5298	-8924	-2214	1303	920	
3710	5209	-8936	-2215	1281	945	
3810	5119	-8944	-2219	1257	970	
3909	5028	-8954	-2220	1235	995	
4006	4937	-8960	-2222	1212	1018	
4105	4844	-8965	-2224	1189	1044	
4202	4751	-8970	-2224	1166	1068	
4297	4658	-8973	-2225	1142	1092	
4394	4563	-8976	-2224	1118	1116	
4490	4469	-8975	-2224	1094	1140	
4585	4373	-8974	-2224	1070	1163	
4679	4275	-8972	-2221	1047	1187	
4772	4179	-8968	-2222	1022	1209	
4865	4082	-8963	-2220	998	1232	
4957	3983	-8956	-2218	974	1256	
5047	3884	-8949	-2218	947	1278	
5137	3784	-8941	-2215	922	1300	
5226	3685	-8929	-2211	898	1323	
5314	3584	-8917	-2208	873	1345	
5402	3483	-8904	-2205	848	1367	
5491	3381	-8890	-2201	821	1389	
5577	3278	-8875	-2197	796	1410	
5662	3176	-8856	-2193	770	1431	
5747	3073	-8838	-2187	745	1453	
5830	2969	-8818	-2183	720	1473	
5911	2866	-8796	-2179	693	1492	
5994	2760	-8774	-2170	668	1513	
6076	2656	-8750	-2165	641	1534	
6154	2551	-8725	-2160	614	1553	
6234	2445	-8700	-2151	588	1573	
6312	2339	-8671	-2145	562	1594	
6391	2233	-8642	-2138	536	1612	
6467	2126	-8612	-2130	508	1631	
6541	2018	-8580	-2121	483	1649	
6615	1911	-8548	-2113	456	1667	
6687	1804	-8512	-2106	428	1686	
6760	1695	-8477	-2095	403	1705	
6833	1587	-8440	-2086	376	1723	
6904	1479	-8402	-2078	349	1738	
6973	1370	-8362	-2065	323	1757	
7040	1262	-8322	-2057	295	1773	
7106	1153	-8280	-2047	268	1789	
7172	1043	-8237	-2035	241	1805	
7239	934	-8193	-2026	215	1821	
7302	824	-8148	-2012	189	1839	
7364	715	-8101	-2000	162	1853	
7426	606	-8053	-1990	136	1868	
7487	496	-8003	-1976	111	1884	
7546	386	-7952	-1965	84	1898	
7604	274	-7901	-1949	59	1914	
7663	165	-7848	-1936	34	1927	
7717	56	-7793	-1925	6	1940	
7772	-55	-7739	-1909	-22	1955	
7827	-165	-7682	-1897	-56	1967	
7879	-274	-7625	-1882	-94	1980	
7931	-385	-7567	-1866	-129	1993	
7981	-495	-7507	-1853	-158	2005	
8028	-605	-7446	-1837	-179	2017	
8076	-714	-7384	-1822	-201	2029	
8123	-823	-7320	-1805	-227	2041	
8167	-933	-7256	-1789	-255	2053	
8212	-1043	-7191	-1774	-284	2063	
8256	-1151	-7126	-1755	-312	2075	
8296	-1261	-7057	-1738	-338	2085	
8336	-1369	-6987	-1722	-364	2093	
8374	-1477	-6918	-1704	-392	2103	
8413	-1586	-6847	-1686	-421	2113	
8449	-1694	-6776	-1669	-448	2121	
8483	-1802	-6703	-1652	-475	2130	
8519	-1908	-6629	-1632	-501	2138	
8551	-2015	-6555	-1613	-527	2146	
8583	-2124	-6479	-1596	-555	2153	
8612	-2230	-6401	-1575	-580	2162	
8641	-2336	-6324	-1556	-607	2169	
8668	-2442	-6247	-1537	-635	2175	
8694	-2547	-6167	-1516	-660	2182	
8718	-2653	-6086	-1497	-686	2186	
8742	-2758	-6004	-1475	-712	2193	
8766	-2862	-5922	-1455	-738	2199	
8785	-2966	-5839	-1436	-766	2203	
8805	-3070	-5755	-1415	-790	2208	
8823	-3173	-5670	-1394	-817	2211	
8840	-3275	-5584	-1373	-843	2216	
8857	-3378	-5498	-1350	-868	2219	
8869	-3479	-5410	-1329	-894	2223	
8882	-3580	-5322	-1306	-918	2227	
8894	-3681	-5233	-1284	-943	2229	
8905	-3780	-5143	-1262	-968	2231	
8914	-3880	-5052	-1238	-992	2234	
8922	-3979	-4961	-1217	-1018	2234	
8929	-4077	-4868	-1193	-1041	2237	
8931	-4175	-4776	-1169	-1065	2237	
8934	-4271	-4682	-1148	-1091	2238	
8937	-4367	-4588	-1124	-1115	2239	
8940	-4463	-4493	-1100	-1138	2238	
8937	-4559	-4397	-1077	-1162	2237	
8935	-4653	-4302	-1053	-1185	2237	
8933	-4746	-4204	-1029	-1208	2236	
8927	-4840	-4106	-1005	-1231	2235	
8922	-4932	-4008	-980	-1255	2232	
8914	-5023	-3909	-955	-1277	2231	
8905	-5114	-3810	-930	-1300	2228	
8896	-5204	-3708	-906	-1322	2225	
8884	-5293	-3608	-881	-1342	2223	
8871	-5381	-3507	-856	-1365	2219	
8857	-5469	-3405	-831	-1389	2216	
8841	-5555	-3304	-806	-1410	2212	
8824	-5642	-3202	-780	-1431	2207	
